(0x0008,0x0001); UL; Length to End; LengthToEnd; 1; RET
(0x0088,0x0904); LO; Topic Title; TopicTitle; 1; RET
(0x0088,0x0906); ST; Topic Subject; TopicSubject; 1; RET
(0x0088,0x0910); LO; Topic Author; TopicAuthor; 1; RET
(0x0088,0x0912); LO; Topic Keywords; TopicKeywords; 1-; RET
(0x0100,0x0410); CS; SOP Instance Status; SOPInstanceStatus; 1; 
(0x0100,0x0420); DT; SOP Authorization; SOPAuthorizationDateTime; 1; 
(0x0100,0x0424); LT; SOP Authorization; SOPAuthorizationComment; 1; 
(0x0100,0x0426); LO; Equipment; AuthorizationEquipmentCertificationNumber; 1; 
(0x0400,0x0005); US; MAC ID Number; MACIDNumber; 1; 
(0x0400,0x0010); UI; MAC Calculation; MACCalculationTransferSyntaxUID; 1; 
(0x0400,0x0015); CS; MAC Algorithm; MACAlgorithm; 1; 
(0x0400,0x0020); AT; Data Elements; DataElementsSigned; 1-; 
(0x0400,0x0100); UI; Digital Signature; DigitalSignatureUID; 1; 
(0x0400,0x0105); DT; Digital Signature; DigitalSignatureDateTime; 1; 
(0x0400,0x0110); CS; Certificate Type; CertificateType; 1; 
(0x0400,0x0115); OB; Certificate of; CertificateOfSigner; 1; 
(0x0400,0x0120); OB; Signature; Signature; 1; 
(0x0400,0x0305); CS; Certified Timestamp; CertifiedTimestampType; 1; 
(0x0400,0x0310); OB; Certified Timestamp; CertifiedTimestamp; 1; 
(0x0400,0x0401); SQ; Purpose Code; DigitalSignaturePurposeCodeSequence; 1; 
(0x0400,0x0402); SQ; Referenced Digital; ReferencedDigitalSignatureSequence; 1; 
(0x0400,0x0403); SQ; Instance MAC; ReferencedSOPInstanceMACSequence; 1; 
(0x0400,0x0404); OB; MAC; MAC; 1; 
(0x0400,0x0500); SQ; Encrypted; EncryptedAttributesSequence; 1; 
(0x0400,0x0510); UI; Encrypted Content; EncryptedContentTransferSyntaxUID; 1; 
(0x0400,0x0520); OB; Encrypted Content; EncryptedContent; 1; 
(0x0400,0x0550); SQ; Modified Attributes; ModifiedAttributesSequence; 1; 
(0x0400,0x0561); SQ; Original Attributes; OriginalAttributesSequence; 1; 
(0x0400,0x0562); DT; Modification; AttributeModificationDateTime; 1; 
(0x0400,0x0563); LO; Modifying System; ModifyingSystem; 1; 
(0x0400,0x0564); LO; Source of Previous; SourceOfPreviousValues; 1; 
(0x0400,0x0565); CS; Attribute; ReasonForTheAttributeModification; 1; 
(0x1000,0xxxx0); US; Escape Triplet; EscapeTriplet; 3; RET
(0x1000,0xxxx1); US; Run Length Triplet; RunLengthTriplet; 3; RET
(0x1000,0xxxx2); US; Huffman Table Size; HuffmanTableSize; 1; RET
(0x1000,0xxxx3); US; Huffman Table; HuffmanTableTriplet; 3; RET
(0x1000,0xxxx4); US; Shift Table Size; ShiftTableSize; 1; RET
(0x1000,0xxxx5); US; Shift Table Triplet; ShiftTableTriplet; 3; RET
(0x1010,0xxxxx); US; Zonal Map; ZonalMap; 1-; RET
(0x2000,0x0010); IS; Number of Copies; NumberOfCopies; 1; 
(0x2000,0x001E); SQ; Configuration; PrinterConfigurationSequence; 1; 
(0x2000,0x0020); CS; Print Priority; PrintPriority; 1; 
(0x2000,0x0030); CS; Medium Type; MediumType; 1; 
(0x2000,0x0040); CS; Film Destination; FilmDestination; 1; 
(0x2000,0x0050); LO; Film Session Label; FilmSessionLabel; 1; 
(0x2000,0x0060); IS; Memory Allocation; MemoryAllocation; 1; 
(0x2000,0x0061); IS; Maximum Memory; MaximumMemoryAllocation; 1; 
(0x2000,0x0062); CS; Color Image; ColorImagePrintingFlag; 1; RET
(0x2000,0x0063); CS; Collation Flag; CollationFlag; 1; RET
(0x2000,0x0065); CS; Annotation Flag; AnnotationFlag; 1; RET
(0x2000,0x0067); CS; Image Overlay Flag; ImageOverlayFlag; 1; RET
(0x2000,0x0069); CS; Presentation LUT; PresentationLUTFlag; 1; RET
(0x2000,0x006A); CS; Presentation LUT; ImageBoxPresentationLUTFlag; 1; RET
(0x2000,0x00A0); US; Memory Bit Depth; MemoryBitDepth; 1; 
(0x2000,0x00A1); US; Printing Bit Depth; PrintingBitDepth; 1; 
(0x2000,0x00A2); SQ; Media Installed; MediaInstalledSequence; 1; 
(0x2000,0x00A4); SQ; Other Media; OtherMediaAvailableSequence; 1; 
(0x2000,0x00A8); SQ; Display Formats; SupportedImageDisplayFormatsSequence; 1; 
(0x2000,0x0500); SQ; Referenced Film Box; ReferencedFilmBoxSequence; 1; 
(0x2000,0x0510); SQ; Referenced Stored; ReferencedStoredPrintSequence; 1; RET
(0x2010,0x0010); ST; Image Display; ImageDisplayFormat; 1; 
(0x2010,0x0030); CS; Annotation Display; AnnotationDisplayFormatID; 1; 
(0x2010,0x0040); CS; Film Orientation; FilmOrientation; 1; 
(0x2010,0x0050); CS; Film Size ID; FilmSizeID; 1; 
(0x2010,0x0052); CS; Printer Resolution; PrinterResolutionID; 1; 
(0x2010,0x0054); CS; Default Printer; DefaultPrinterResolutionID; 1; 
(0x2010,0x0060); CS; Magnification Type; MagnificationType; 1; 
(0x2010,0x0080); CS; Smoothing Type; SmoothingType; 1; 
(0x2010,0x00A6); CS; Default; DefaultMagnificationType; 1; 
(0x2010,0x00A7); CS; Other Magnification; OtherMagnificationTypesAvailable; 1-; 
(0x2010,0x00A8); CS; Default Smoothing; DefaultSmoothingType; 1; 
(0x2010,0x00A9); CS; Other Smoothing; OtherSmoothingTypesAvailable; 1-; 
(0x2010,0x0100); CS; Border Density; BorderDensity; 1; 
(0x2010,0x0110); CS; Empty Image Density; EmptyImageDensity; 1; 
(0x2010,0x0120); US; Min Density; MinDensity; 1; 
(0x2010,0x0130); US; Max Density; MaxDensity; 1; 
(0x2010,0x0140); CS; Trim; Trim; 1; 
(0x2010,0x0150); ST; Configuration; ConfigurationInformation; 1; 
(0x2010,0x0152); LT; Information; ConfigurationInformationDescription; 1; 
(0x2010,0x0154); IS; Maximum Collated; MaximumCollatedFilms; 1; 
(0x2010,0x015E); US; Illumination; Illumination; 1; 
(0x2010,0x0160); US; Reflected Ambient; ReflectedAmbientLight; 1; 
(0x2010,0x0376); DS; Printer Pixel; PrinterPixelSpacing; 2; 
(0x2010,0x0500); SQ; Referenced Film; ReferencedFilmSessionSequence; 1; 
(0x2010,0x0510); SQ; Referenced Image; ReferencedImageBoxSequence; 1; 
(0x2010,0x0520); SQ; Annotation Box; ReferencedBasicAnnotationBoxSequence; 1; 
(0x2020,0x0010); US; Image Box Position; ImageBoxPosition; 1; 
(0x2020,0x0020); CS; Polarity; Polarity; 1; 
(0x2020,0x0030); DS; Requested Image; RequestedImageSize; 1; 
(0x2020,0x0040); CS; Requested Decimate/; RequestedDecimateCropBehavior; 1; 
(0x2020,0x0050); CS; Requested; RequestedResolutionID; 1; 
(0x2020,0x00A0); CS; Requested Image; RequestedImageSizeFlag; 1; 
(0x2020,0x00A2); CS; Decimate/Crop; DecimateCropResult; 1; 
(0x2020,0x0110); SQ; Basic Grayscale; BasicGrayscaleImageSequence; 1; 
(0x2020,0x0111); SQ; Basic Color Image; BasicColorImageSequence; 1; 
(0x2020,0x0130); SQ; Overlay Box; ReferencedImageOverlayBoxSequence; 1; RET
(0x2020,0x0140); SQ; Referenced VOI LUT; ReferencedVOILUTBoxSequence; 1; RET
(0x2030,0x0010); US; Annotation Position; AnnotationPosition; 1; 
(0x2030,0x0020); LO; Text String; TextString; 1; 
(0x2040,0x0010); SQ; Referenced Overlay; ReferencedOverlayPlaneSequence; 1; RET
(0x2040,0x0011); US; Referenced Overlay; ReferencedOverlayPlaneGroups; 1-; RET
(0x2040,0x0020); SQ; Overlay Pixel Data; OverlayPixelDataSequence; 1; RET
(0x2040,0x0060); CS; Overlay; OverlayMagnificationType; 1; RET
(0x2040,0x0070); CS; Overlay Smoothing; OverlaySmoothingType; 1; RET
(0x2040,0x0072); CS; Overlay or Image; OverlayOrImageMagnification; 1; RET
(0x2040,0x0074); US; Magnify to Number; MagnifyToNumberOfColumns; 1; RET
(0x2040,0x0080); CS; Overlay Foreground; OverlayForegroundDensity; 1; RET
(0x2040,0x0082); CS; Overlay Background; OverlayBackgroundDensity; 1; RET
(0x2040,0x0090); CS; Overlay Mode; OverlayMode; 1; RET
(0x2040,0x0100); CS; Threshold Density; ThresholdDensity; 1; RET
(0x2040,0x0500); SQ; Box Sequence; ReferencedImageBoxSequenceRetired; 1; RET
(0x2050,0x0010); SQ; Presentation LUT; PresentationLUTSequence; 1; 
(0x2050,0x0020); CS; Presentation LUT; PresentationLUTShape; 1; 
(0x2050,0x0500); SQ; Presentation LUT; ReferencedPresentationLUTSequence; 1; 
(0x2100,0x0010); SH; Print Job ID; PrintJobID; 1; RET
(0x2100,0x0020); CS; Execution Status; ExecutionStatus; 1; 
(0x2100,0x0030); CS; Execution Status; ExecutionStatusInfo; 1; 
(0x2100,0x0040); DA; Creation Date; CreationDate; 1; 
(0x2100,0x0050); TM; Creation Time; CreationTime; 1; 
(0x2100,0x0070); AE; Originator; Originator; 1; 
(0x2100,0x0140); AE; Destination AE; DestinationAE; 1; RET
(0x2100,0x0160); SH; Owner ID; OwnerID; 1; 
(0x2100,0x0170); IS; Number of Films; NumberOfFilms; 1; 
(0x2100,0x0500); SQ; Job Sequence (Pull; ReferencedPrintJobSequencePullStoredPrint; 1; RET
(0x2110,0x0010); CS; Printer Status; PrinterStatus; 1; 
(0x2110,0x0020); CS; Printer Status Info; PrinterStatusInfo; 1; 
(0x2110,0x0030); LO; Printer Name; PrinterName; 1; 
(0x2110,0x0099); SH; Print Queue ID; PrintQueueID; 1; RET
(0x2120,0x0010); CS; Queue Status; QueueStatus; 1; RET
(0x2120,0x0050); SQ; Description; PrintJobDescriptionSequence; 1; RET
(0x2120,0x0070); SQ; Referenced Print; ReferencedPrintJobSequence; 1; RET
(0x2130,0x0010); SQ; Capabilities; PrintManagementCapabilitiesSequence; 1; RET
(0x2130,0x0015); SQ; Characteristics; PrinterCharacteristicsSequence; 1; RET
(0x2130,0x0030); SQ; Film Box Content; FilmBoxContentSequence; 1; RET
(0x2130,0x0040); SQ; Image Box Content; ImageBoxContentSequence; 1; RET
(0x2130,0x0050); SQ; Annotation Content; AnnotationContentSequence; 1; RET
(0x2130,0x0060); SQ; Image Overlay Box; ImageOverlayBoxContentSequence; 1; RET
(0x2130,0x0080); SQ; Presentation LUT; PresentationLUTContentSequence; 1; RET
(0x2130,0x00A0); SQ; Proposed Study; ProposedStudySequence; 1; RET
(0x2130,0x00C0); SQ; Original Image; OriginalImageSequence; 1; RET
(0x2200,0x0001); CS; Information; LabelUsingInformationExtractedFromInstances; 1; 
(0x2200,0x0002); UT; Label Text; LabelText; 1; 
(0x2200,0x0003); CS; Label Style; LabelStyleSelection; 1; 
(0x2200,0x0004); LT; Media Disposition; MediaDisposition; 1; 
(0x2200,0x0005); LT; Barcode Value; BarcodeValue; 1; 
(0x2200,0x0006); CS; Barcode Symbology; BarcodeSymbology; 1; 
(0x2200,0x0007); CS; Allow Media; AllowMediaSplitting; 1; 
(0x2200,0x0008); CS; Include Non-DICOM; IncludeNonDICOMObjects; 1; 
(0x2200,0x0009); CS; Include Display; IncludeDisplayApplication; 1; 
(0x2200,0x000A); CS; Instances After; PreserveCompositeInstancesAfterMediaCreation; 1; 
(0x2200,0x000B); US; Pieces of Media; TotalNumberOfPiecesOfMediaCreated; 1; 
(0x2200,0x000C); LO; Requested Media; RequestedMediaApplicationProfile; 1; 
(0x2200,0x000D); SQ; Referenced Storage; ReferencedStorageMediaSequence; 1; 
(0x2200,0x000E); AT; Failure Attributes; FailureAttributes; 1-; 
(0x2200,0x000F); CS; Allow Lossy; AllowLossyCompression; 1; 
(0x2200,0x0020); CS; Request Priority; RequestPriority; 1; 
(0x3002,0x0002); SH; RT Image Label; RTImageLabel; 1; 
(0x3002,0x0003); LO; RT Image Name; RTImageName; 1; 
(0x3002,0x0004); ST; RT Image; RTImageDescription; 1; 
(0x3002,0x000A); CS; Reported Values; ReportedValuesOrigin; 1; 
(0x3002,0x000C); CS; RT Image Plane; RTImagePlane; 1; 
(0x3002,0x000D); DS; Receptor; XRayImageReceptorTranslation; 3; 
(0x3002,0x000E); DS; X-Ray Image; XRayImageReceptorAngle; 1; 
(0x3002,0x0010); DS; RT Image; RTImageOrientation; 6; 
(0x3002,0x0011); DS; Image Plane Pixel; ImagePlanePixelSpacing; 2; 
(0x3002,0x0012); DS; RT Image Position; RTImagePosition; 2; 
(0x3002,0x0020); SH; Radiation Machine; RadiationMachineName; 1; 
(0x3002,0x0022); DS; Radiation Machine; RadiationMachineSAD; 1; 
(0x3002,0x0024); DS; Radiation Machine; RadiationMachineSSD; 1; 
(0x3002,0x0026); DS; RT Image SID; RTImageSID; 1; 
(0x3002,0x0028); DS; Source to Reference; SourceToReferenceObjectDistance; 1; 
(0x3002,0x0029); IS; Fraction Number; FractionNumber; 1; 
(0x3002,0x0030); SQ; Exposure Sequence; ExposureSequence; 1; 
(0x3002,0x0032); DS; Meterset Exposure; MetersetExposure; 1; 
(0x3002,0x0034); DS; Diaphragm Position; DiaphragmPosition; 4; 
(0x3002,0x0040); SQ; Fluence Map; FluenceMapSequence; 1; 
(0x3002,0x0041); CS; Fluence Data Source; FluenceDataSource; 1; 
(0x3002,0x0042); DS; Fluence Data Scale; FluenceDataScale; 1; 
(0x3002,0x0050); SQ; Primary Fluence; PrimaryFluenceModeSequence; 1; 
(0x3002,0x0051); CS; Fluence Mode; FluenceMode; 1; 
(0x3002,0x0052); SH; Fluence Mode ID; FluenceModeID; 1; 
(0x3004,0x0001); CS; DVH Type; DVHType; 1; 
(0x3004,0x0002); CS; Dose Units; DoseUnits; 1; 
(0x3004,0x0004); CS; Dose Type; DoseType; 1; 
(0x3004,0x0006); LO; Dose Comment; DoseComment; 1; 
(0x3004,0x0008); DS; Normalization Point; NormalizationPoint; 3; 
(0x3004,0x000A); CS; Dose Summation Type; DoseSummationType; 1; 
(0x3004,0x000C); DS; Grid Frame Offset; GridFrameOffsetVector; 2-; 
(0x3004,0x000E); DS; Dose Grid Scaling; DoseGridScaling; 1; 
(0x3004,0x0010); SQ; RT Dose ROI; RTDoseROISequence; 1; 
(0x3004,0x0012); DS; Dose Value; DoseValue; 1; 
(0x3004,0x0014); CS; Heterogeneity; TissueHeterogeneityCorrection; 3; 
(0x3004,0x0040); DS; DVH Normalization; DVHNormalizationPoint; 3; 
(0x3004,0x0042); DS; DVH Normalization; DVHNormalizationDoseValue; 1; 
(0x3004,0x0050); SQ; DVH Sequence; DVHSequence; 1; 
(0x3004,0x0052); DS; DVH Dose Scaling; DVHDoseScaling; 1; 
(0x3004,0x0054); CS; DVH Volume Units; DVHVolumeUnits; 1; 
(0x3004,0x0056); IS; DVH Number of Bins; DVHNumberOfBins; 1; 
(0x3004,0x0058); DS; DVH Data; DVHData; 2-; 
(0x3004,0x0060); SQ; DVH Referenced ROI; DVHReferencedROISequence; 1; 
(0x3004,0x0062); CS; DVH ROI; DVHROIContributionType; 1; 
(0x3004,0x0070); DS; DVH Minimum Dose; DVHMinimumDose; 1; 
(0x3004,0x0072); DS; DVH Maximum Dose; DVHMaximumDose; 1; 
(0x3004,0x0074); DS; DVH Mean Dose; DVHMeanDose; 1; 
(0x3006,0x0002); SH; Structure Set Label; StructureSetLabel; 1; 
(0x3006,0x0004); LO; Structure Set Name; StructureSetName; 1; 
(0x3006,0x0006); ST; Structure Set; StructureSetDescription; 1; 
(0x3006,0x0008); DA; Structure Set Date; StructureSetDate; 1; 
(0x3006,0x0009); TM; Structure Set Time; StructureSetTime; 1; 
(0x3006,0x0010); SQ; Referenced Frame of; ReferencedFrameOfReferenceSequence; 1; 
(0x3006,0x0012); SQ; RT Referenced Study; RTReferencedStudySequence; 1; 
(0x3006,0x0014); SQ; RT Referenced; RTReferencedSeriesSequence; 1; 
(0x3006,0x0016); SQ; Contour Image; ContourImageSequence; 1; 
(0x3006,0x0020); SQ; Structure Set ROI; StructureSetROISequence; 1; 
(0x3006,0x0022); IS; ROI Number; ROINumber; 1; 
(0x3006,0x0024); UI; Referenced Frame of; ReferencedFrameOfReferenceUID; 1; 
(0x3006,0x0026); LO; ROI Name; ROIName; 1; 
(0x3006,0x0028); ST; ROI Description; ROIDescription; 1; 
(0x3006,0x002A); IS; ROI Display Color; ROIDisplayColor; 3; 
(0x3006,0x002C); DS; ROI Volume; ROIVolume; 1; 
(0x3006,0x0030); SQ; RT Related ROI; RTRelatedROISequence; 1; 
(0x3006,0x0033); CS; RT ROI Relationship; RTROIRelationship; 1; 
(0x3006,0x0036); CS; ROI Generation; ROIGenerationAlgorithm; 1; 
(0x3006,0x0038); LO; ROI Generation; ROIGenerationDescription; 1; 
(0x3006,0x0039); SQ; ROI Contour; ROIContourSequence; 1; 
(0x3006,0x0040); SQ; Contour Sequence; ContourSequence; 1; 
(0x3006,0x0042); CS; Contour Geometric; ContourGeometricType; 1; 
(0x3006,0x0044); DS; Contour Slab; ContourSlabThickness; 1; 
(0x3006,0x0045); DS; Contour Offset; ContourOffsetVector; 3; 
(0x3006,0x0046); IS; Number of Contour; NumberOfContourPoints; 1; 
(0x3006,0x0048); IS; Contour Number; ContourNumber; 1; 
(0x3006,0x0049); IS; Attached Contours; AttachedContours; 1-; 
(0x3006,0x0050); DS; Contour Data; ContourData; 3-; 
(0x3006,0x0080); SQ; RT ROI Observations; RTROIObservationsSequence; 1; 
(0x3006,0x0082); IS; Observation Number; ObservationNumber; 1; 
(0x3006,0x0084); IS; Referenced ROI; ReferencedROINumber; 1; 
(0x3006,0x0085); SH; ROI Observation; ROIObservationLabel; 1; 
(0x3006,0x0086); SQ; Identification Code; RTROIIdentificationCodeSequence; 1; 
(0x3006,0x0088); ST; ROI Observation; ROIObservationDescription; 1; 
(0x3006,0x00A0); SQ; Observations; RelatedRTROIObservationsSequence; 1; 
(0x3006,0x00A4); CS; RT ROI Interpreted; RTROIInterpretedType; 1; 
(0x3006,0x00A6); PN; ROI Interpreter; ROIInterpreter; 1; 
(0x3006,0x00B0); SQ; ROI Physical; ROIPhysicalPropertiesSequence; 1; 
(0x3006,0x00B2); CS; ROI Physical; ROIPhysicalProperty; 1; 
(0x3006,0x00B4); DS; ROI Physical; ROIPhysicalPropertyValue; 1; 
(0x3006,0x00B6); SQ; Composition; ROIElementalCompositionSequence; 1; 
(0x3006,0x00B7); US; Composition Atomic; ROIElementalCompositionAtomicNumber; 1; 
(0x3006,0x00B8); FL; Composition Atomic; ROIElementalCompositionAtomicMassFraction; 1; 
(0x3006,0x00C0); SQ; Relationship; FrameOfReferenceRelationshipSequence; 1; 
(0x3006,0x00C2); UI; Related Frame of; RelatedFrameOfReferenceUID; 1; 
(0x3006,0x00C4); CS; Frame of Reference; FrameOfReferenceTransformationType; 1; 
(0x3006,0x00C6); DS; Transformation; FrameOfReferenceTransformationMatrix; 16; 
(0x3006,0x00C8); LO; Transformation; FrameOfReferenceTransformationComment; 1; 
(0x3008,0x0010); SQ; Measured Dose; MeasuredDoseReferenceSequence; 1; 
(0x3008,0x0012); ST; Measured Dose; MeasuredDoseDescription; 1; 
(0x3008,0x0014); CS; Measured Dose Type; MeasuredDoseType; 1; 
(0x3008,0x0016); DS; Measured Dose Value; MeasuredDoseValue; 1; 
(0x3008,0x0020); SQ; Treatment Session; TreatmentSessionBeamSequence; 1; 
(0x3008,0x0021); SQ; Treatment Session; TreatmentSessionIonBeamSequence; 1; 
(0x3008,0x0022); IS; Current Fraction; CurrentFractionNumber; 1; 
(0x3008,0x0024); DA; Treatment Control; TreatmentControlPointDate; 1; 
(0x3008,0x0025); TM; Treatment Control; TreatmentControlPointTime; 1; 
(0x3008,0x002A); CS; Treatment; TreatmentTerminationStatus; 1; 
(0x3008,0x002B); SH; Treatment; TreatmentTerminationCode; 1; 
(0x3008,0x002C); CS; Treatment; TreatmentVerificationStatus; 1; 
(0x3008,0x0030); SQ; Treatment Record; ReferencedTreatmentRecordSequence; 1; 
(0x3008,0x0032); DS; Specified Primary; SpecifiedPrimaryMeterset; 1; 
(0x3008,0x0033); DS; Specified Secondary; SpecifiedSecondaryMeterset; 1; 
(0x3008,0x0036); DS; Delivered Primary; DeliveredPrimaryMeterset; 1; 
(0x3008,0x0037); DS; Delivered Secondary; DeliveredSecondaryMeterset; 1; 
(0x3008,0x003A); DS; Specified Treatment; SpecifiedTreatmentTime; 1; 
(0x3008,0x003B); DS; Delivered Treatment; DeliveredTreatmentTime; 1; 
(0x3008,0x0040); SQ; Control Point; ControlPointDeliverySequence; 1; 
(0x3008,0x0041); SQ; Ion Control Point; IonControlPointDeliverySequence; 1; 
(0x3008,0x0042); DS; Specified Meterset; SpecifiedMeterset; 1; 
(0x3008,0x0044); DS; Delivered Meterset; DeliveredMeterset; 1; 
(0x3008,0x0045); FL; Meterset Rate Set; MetersetRateSet; 1; 
(0x3008,0x0046); FL; Meterset Rate; MetersetRateDelivered; 1; 
(0x3008,0x0047); FL; Scan Spot Metersets; ScanSpotMetersetsDelivered; 1-; 
(0x3008,0x0048); DS; Dose Rate Delivered; DoseRateDelivered; 1; 
(0x3008,0x0050); SQ; Calculated Dose; TreatmentSummaryCalculatedDoseReferenceSequence; 1; 
(0x3008,0x0052); DS; Cumulative Dose to; CumulativeDoseToDoseReference; 1; 
(0x3008,0x0054); DA; First Treatment; FirstTreatmentDate; 1; 
(0x3008,0x0056); DA; Most Recent; MostRecentTreatmentDate; 1; 
(0x3008,0x005A); IS; Number of Fractions; NumberOfFractionsDelivered; 1; 
(0x3008,0x0060); SQ; Override Sequence; OverrideSequence; 1; 
(0x3008,0x0061); AT; Parameter Sequence; ParameterSequencePointer; 1; 
(0x3008,0x0062); AT; Override Parameter; OverrideParameterPointer; 1; 
(0x3008,0x0063); IS; Parameter Item; ParameterItemIndex; 1; 
(0x3008,0x0064); IS; Measured Dose; MeasuredDoseReferenceNumber; 1; 
(0x3008,0x0065); AT; Parameter Pointer; ParameterPointer; 1; 
(0x3008,0x0066); ST; Override Reason; OverrideReason; 1; 
(0x3008,0x0068); SQ; Corrected Parameter; CorrectedParameterSequence; 1; 
(0x3008,0x006A); FL; Correction Value; CorrectionValue; 1; 
(0x3008,0x0070); SQ; Calculated Dose; CalculatedDoseReferenceSequence; 1; 
(0x3008,0x0072); IS; Calculated Dose; CalculatedDoseReferenceNumber; 1; 
(0x3008,0x0074); ST; Reference; CalculatedDoseReferenceDescription; 1; 
(0x3008,0x0076); DS; Reference Dose; CalculatedDoseReferenceDoseValue; 1; 
(0x3008,0x0078); DS; Start Meterset; StartMeterset; 1; 
(0x3008,0x007A); DS; End Meterset; EndMeterset; 1; 
(0x3008,0x0080); SQ; Dose Reference; ReferencedMeasuredDoseReferenceSequence; 1; 
(0x3008,0x0082); IS; Dose Reference; ReferencedMeasuredDoseReferenceNumber; 1; 
(0x3008,0x0090); SQ; Calculated Dose; ReferencedCalculatedDoseReferenceSequence; 1; 
(0x3008,0x0092); IS; Calculated Dose; ReferencedCalculatedDoseReferenceNumber; 1; 
(0x3008,0x00A0); SQ; Device Leaf Pairs; BeamLimitingDeviceLeafPairsSequence; 1; 
(0x3008,0x00B0); SQ; Recorded Wedge; RecordedWedgeSequence; 1; 
(0x3008,0x00C0); SQ; Compensator; RecordedCompensatorSequence; 1; 
(0x3008,0x00D0); SQ; Recorded Block; RecordedBlockSequence; 1; 
(0x3008,0x00E0); SQ; Measured Dose; TreatmentSummaryMeasuredDoseReferenceSequence; 1; 
(0x3008,0x00F0); SQ; Recorded Snout; RecordedSnoutSequence; 1; 
(0x3008,0x00F2); SQ; Recorded Range; RecordedRangeShifterSequence; 1; 
(0x3008,0x00F4); SQ; Spreading Device; RecordedLateralSpreadingDeviceSequence; 1; 
(0x3008,0x00F6); SQ; Recorded Range; RecordedRangeModulatorSequence; 1; 
(0x3008,0x0100); SQ; Recorded Source; RecordedSourceSequence; 1; 
(0x3008,0x0105); LO; Source Serial; SourceSerialNumber; 1; 
(0x3008,0x0110); SQ; Application Setup; TreatmentSessionApplicationSetupSequence; 1; 
(0x3008,0x0116); CS; Application Setup; ApplicationSetupCheck; 1; 
(0x3008,0x0120); SQ; Accessory Device; RecordedBrachyAccessoryDeviceSequence; 1; 
(0x3008,0x0122); IS; Accessory Device; ReferencedBrachyAccessoryDeviceNumber; 1; 
(0x3008,0x0130); SQ; Recorded Channel; RecordedChannelSequence; 1; 
(0x3008,0x0132); DS; Specified Channel; SpecifiedChannelTotalTime; 1; 
(0x3008,0x0134); DS; Delivered Channel; DeliveredChannelTotalTime; 1; 
(0x3008,0x0136); IS; Specified Number of; SpecifiedNumberOfPulses; 1; 
(0x3008,0x0138); IS; Delivered Number of; DeliveredNumberOfPulses; 1; 
(0x3008,0x013A); DS; Specified Pulse; SpecifiedPulseRepetitionInterval; 1; 
(0x3008,0x013C); DS; Delivered Pulse; DeliveredPulseRepetitionInterval; 1; 
(0x3008,0x0140); SQ; Recorded Source; RecordedSourceApplicatorSequence; 1; 
(0x3008,0x0142); IS; Referenced Source; ReferencedSourceApplicatorNumber; 1; 
(0x3008,0x0150); SQ; Recorded Channel; RecordedChannelShieldSequence; 1; 
(0x3008,0x0152); IS; Referenced Channel; ReferencedChannelShieldNumber; 1; 
(0x3008,0x0160); SQ; Point Delivered; BrachyControlPointDeliveredSequence; 1; 
(0x3008,0x0162); DA; Safe Position Exit; SafePositionExitDate; 1; 
(0x3008,0x0164); TM; Safe Position Exit; SafePositionExitTime; 1; 
(0x3008,0x0166); DA; Safe Position; SafePositionReturnDate; 1; 
(0x3008,0x0168); TM; Safe Position; SafePositionReturnTime; 1; 
(0x3008,0x0200); CS; Current Treatment; CurrentTreatmentStatus; 1; 
(0x3008,0x0202); ST; Treatment Status; TreatmentStatusComment; 1; 
(0x3008,0x0220); SQ; Fraction Group; FractionGroupSummarySequence; 1; 
(0x3008,0x0223); IS; Referenced Fraction; ReferencedFractionNumber; 1; 
(0x3008,0x0224); CS; Fraction Group Type; FractionGroupType; 1; 
(0x3008,0x0230); CS; Beam Stopper; BeamStopperPosition; 1; 
(0x3008,0x0240); SQ; Fraction Status; FractionStatusSummarySequence; 1; 
(0x3008,0x0250); DA; Treatment Date; TreatmentDate; 1; 
(0x3008,0x0251); TM; Treatment Time; TreatmentTime; 1; 
(0x300A,0x0002); SH; RT Plan Label; RTPlanLabel; 1; 
(0x300A,0x0003); LO; RT Plan Name; RTPlanName; 1; 
(0x300A,0x0004); ST; RT Plan Description; RTPlanDescription; 1; 
(0x300A,0x0006); DA; RT Plan Date; RTPlanDate; 1; 
(0x300A,0x0007); TM; RT Plan Time; RTPlanTime; 1; 
(0x300A,0x0009); LO; Treatment Protocols; TreatmentProtocols; 1-; 
(0x300A,0x000A); CS; Plan Intent; PlanIntent; 1; 
(0x300A,0x000B); LO; Treatment Sites; TreatmentSites; 1-; 
(0x300A,0x000C); CS; RT Plan Geometry; RTPlanGeometry; 1; 
(0x300A,0x000E); ST; Prescription; PrescriptionDescription; 1; 
(0x300A,0x0010); SQ; Dose Reference; DoseReferenceSequence; 1; 
(0x300A,0x0012); IS; Dose Reference; DoseReferenceNumber; 1; 
(0x300A,0x0013); UI; Dose Reference UID; DoseReferenceUID; 1; 
(0x300A,0x0014); CS; Dose Reference; DoseReferenceStructureType; 1; 
(0x300A,0x0015); CS; Nominal Beam Energy; NominalBeamEnergyUnit; 1; 
(0x300A,0x0016); LO; Dose Reference; DoseReferenceDescription; 1; 
(0x300A,0x0018); DS; Dose Reference; DoseReferencePointCoordinates; 3; 
(0x300A,0x001A); DS; Nominal Prior Dose; NominalPriorDose; 1; 
(0x300A,0x0020); CS; Dose Reference Type; DoseReferenceType; 1; 
